Age,Income,EmploymentStatus,YearsAtJob,Dependents,DebtToIncome,ExistingLoan,CreditScore,Approved
27,147843,Self-Employed,15,3,0.56,No,803,1
20,55326,Unemployed,14,4,0.35,No,435,0
29,75059,Self-Employed,2,0,0.52,No,664,1
48,25079,Self-Employed,0,4,0.47,No,563,0
46,45838,Employed,12,0,0.27,Yes,440,0
22,141412,Employed,21,3,0.39,No,387,1
42,107340,Employed,28,2,0.43,Yes,759,1
58,67109,Employed,11,1,0.11,No,536,1
48,105211,Employed,8,3,0.3,No,809,1
38,45594,Unemployed,1,4,0.6,No,474,0
37,62749,Self-Employed,8,4,0.42,No,468,1
56,56292,Self-Employed,7,0,0.27,No,351,1
39,138192,Employed,26,1,0.23,No,527,1
21,94534,Unemployed,24,3,0.2,No,547,1
30,140677,Self-Employed,4,1,0.3,No,631,1
62,99233,Self-Employed,12,1,0.2,No,737,1
59,71818,Employed,1,3,0.17,No,335,1
37,131910,Employed,9,0,0.28,Yes,632,1
30,33429,Self-Employed,25,0,0.4,Yes,398,0
34,77748,Employed,5,0,0.17,No,368,1
53,68807,Unemployed,6,2,0.12,Yes,440,0
50,27140,Unemployed,2,1,0.12,No,793,1
18,83226,Unemployed,13,2,0.23,Yes,566,0
32,127089,Self-Employed,15,0,0.2,No,307,1
30,34901,Unemployed,5,3,0.37,No,714,1
34,108815,Unemployed,21,1,0.33,No,439,1
41,48525,Employed,7,3,0.26,No,700,1
25,40491,Employed,0,4,0.52,No,710,1
44,88816,Employed,19,1,0.35,No,409,1
62,54980,Employed,14,3,0.15,No,471,1
40,133517,Employed,16,0,0.25,No,713,1
63,115525,Employed,23,2,0.59,No,307,1
25,28078,Self-Employed,17,3,0.59,Yes,662,0
25,111654,Employed,23,4,0.23,No,675,1
43,149101,Employed,2,0,0.18,Yes,626,1
64,109521,Self-Employed,23,4,0.35,No,577,1
30,68704,Unemployed,5,2,0.34,No,490,1
56,36997,Unemployed,16,4,0.31,No,803,1
54,99810,Self-Employed,22,3,0.36,Yes,378,0
45,20868,Employed,12,3,0.22,No,848,1
42,135499,Employed,22,0,0.16,No,394,1
33,46398,Employed,21,2,0.39,Yes,752,1
19,101578,Employed,16,2,0.57,No,613,1
35,117356,Employed,20,1,0.17,No,503,1
34,133711,Unemployed,15,1,0.45,No,521,1
47,41246,Employed,16,3,0.32,No,500,1
56,40561,Employed,0,4,0.25,Yes,521,0
30,36254,Employed,15,4,0.53,No,849,1
49,54512,Self-Employed,5,0,0.33,No,729,1
46,120560,Employed,7,2,0.39,No,533,1
63,109532,Employed,0,3,0.32,No,420,1
47,114154,Employed,1,4,0.14,No,333,1
35,97395,Employed,14,1,0.4,No,429,1
30,77865,Employed,4,3,0.31,No,678,1
60,43580,Employed,23,0,0.14,Yes,434,1
38,90959,Employed,26,3,0.4,No,335,1
47,123393,Self-Employed,19,4,0.1,No,467,1
38,92144,Employed,14,0,0.2,No,505,1
34,62485,Self-Employed,29,1,0.49,No,774,1
57,70621,Employed,20,1,0.12,Yes,374,1
36,137363,Employed,9,4,0.42,Yes,389,1
32,70665,Employed,4,0,0.57,No,624,1
26,90412,Employed,2,1,0.19,No,571,1
27,70603,Employed,5,0,0.31,Yes,374,1
61,41038,Employed,20,3,0.39,Yes,436,0
48,113542,Self-Employed,14,2,0.33,No,560,1
40,121311,Unemployed,17,2,0.41,Yes,511,0
47,116346,Self-Employed,13,2,0.3,Yes,784,1
50,34325,Employed,9,1,0.17,Yes,843,1
26,55892,Self-Employed,29,4,0.14,No,515,1
64,21753,Employed,3,2,0.47,No,663,1
18,115067,Self-Employed,10,4,0.22,No,366,1
61,37996,Employed,19,2,0.52,No,530,1
52,88811,Employed,6,3,0.47,No,682,1
28,94283,Unemployed,14,2,0.12,Yes,534,0
51,65211,Self-Employed,22,4,0.2,No,453,1
33,136737,Employed,8,1,0.25,No,311,1
26,82820,Employed,14,3,0.4,Yes,336,0
49,20824,Employed,25,4,0.5,No,612,1
32,33880,Unemployed,11,0,0.13,Yes,311,0
29,129345,Employed,17,2,0.22,No,473,1
50,137718,Unemployed,5,3,0.29,No,524,1
62,86617,Employed,17,1,0.19,No,454,1
31,31517,Employed,24,0,0.37,No,818,1
25,41683,Self-Employed,17,2,0.34,No,535,1
25,36876,Employed,21,3,0.26,No,337,1
44,123068,Employed,23,4,0.36,No,597,1
29,76354,Employed,5,2,0.28,Yes,543,1
18,93802,Self-Employed,27,3,0.27,No,422,1
60,96719,Self-Employed,14,2,0.23,Yes,791,1
57,138048,Self-Employed,18,3,0.37,Yes,597,0
59,143250,Self-Employed,4,4,0.32,No,340,1
28,106602,Self-Employed,3,2,0.2,No,564,1
56,135016,Employed,16,3,0.11,No,407,1
60,98413,Employed,20,0,0.18,No,525,1
48,29982,Self-Employed,9,1,0.12,No,473,1
34,94504,Unemployed,11,3,0.32,No,404,1
50,46598,Employed,4,3,0.21,No,637,1
49,34639,Employed,6,3,0.31,No,420,1
46,90210,Employed,11,2,0.26,No,486,1
38,89852,Employed,22,1,0.37,Yes,827,1
38,133618,Employed,1,2,0.46,No,843,1
57,144067,Self-Employed,29,3,0.34,Yes,723,1
40,29695,Employed,19,3,0.13,No,645,1
23,68582,Self-Employed,16,1,0.11,No,394,1
39,51094,Unemployed,12,0,0.21,No,405,1
55,80635,Unemployed,4,2,0.31,No,807,1
54,42187,Employed,4,0,0.12,No,625,1
62,138013,Employed,19,3,0.26,Yes,590,1
25,148721,Employed,25,3,0.54,Yes,630,1
58,126683,Employed,11,4,0.15,Yes,743,1
52,21214,Employed,11,4,0.57,Yes,848,1
28,43940,Self-Employed,6,0,0.53,No,833,1
41,146166,Employed,5,4,0.52,No,615,1
38,64406,Unemployed,28,1,0.53,No,341,0
19,111221,Unemployed,9,0,0.14,No,578,1
57,63481,Self-Employed,18,4,0.18,Yes,459,1
36,35977,Self-Employed,15,4,0.17,Yes,539,0
56,147819,Employed,1,1,0.16,No,455,1
45,64839,Self-Employed,3,1,0.26,No,709,1
34,77874,Employed,8,0,0.52,Yes,521,0
23,78414,Unemployed,25,2,0.23,No,636,1
36,121440,Employed,4,1,0.22,No,584,1
55,45538,Employed,0,4,0.44,No,685,1
45,124922,Employed,10,0,0.15,Yes,657,1
19,123569,Employed,18,2,0.28,No,721,1
55,76241,Employed,24,0,0.25,No,567,1
54,93501,Employed,22,4,0.52,No,390,1
21,95133,Unemployed,2,2,0.36,No,595,0
39,80481,Employed,0,2,0.42,No,656,1
43,127012,Employed,3,1,0.16,No,607,1
60,47740,Employed,8,3,0.56,No,617,1
53,83328,Employed,27,4,0.26,No,616,1
30,92105,Employed,15,3,0.45,No,601,1
49,70643,Self-Employed,6,4,0.58,No,532,1
34,123517,Employed,4,0,0.35,Yes,712,1
58,31881,Employed,12,3,0.35,No,349,1
53,56996,Employed,10,2,0.16,Yes,660,1
63,52177,Employed,13,1,0.3,No,813,1
36,142196,Employed,21,4,0.53,No,801,1
52,57177,Self-Employed,16,1,0.17,No,365,1
63,86126,Employed,22,4,0.56,No,785,1
57,76531,Employed,11,2,0.43,No,514,1
45,46119,Self-Employed,20,2,0.31,Yes,437,0
18,137744,Employed,22,2,0.37,No,683,1
59,136894,Self-Employed,20,2,0.18,Yes,778,1
35,47915,Employed,20,2,0.21,No,301,1
57,22708,Employed,18,1,0.24,Yes,808,1
50,58749,Unemployed,4,0,0.29,No,441,0
29,64989,Employed,23,3,0.56,No,327,1
25,42106,Unemployed,29,1,0.28,No,556,0
41,37131,Employed,7,3,0.36,Yes,384,0
33,66553,Self-Employed,1,0,0.18,No,542,1
21,78144,Unemployed,26,4,0.47,No,505,0
55,26553,Unemployed,16,0,0.38,No,737,1
61,37881,Self-Employed,1,0,0.32,Yes,570,0
44,21379,Self-Employed,26,4,0.57,No,778,1
26,110791,Employed,22,3,0.55,No,476,1
64,125664,Employed,2,2,0.43,Yes,719,1
33,89306,Employed,23,4,0.56,No,774,1
29,39726,Employed,19,4,0.38,No,686,1
48,132753,Unemployed,25,0,0.51,Yes,553,0
41,29088,Employed,25,4,0.3,No,545,1
31,54314,Employed,23,1,0.14,No,689,1
62,137814,Self-Employed,29,2,0.6,No,681,1
42,75041,Employed,17,0,0.18,Yes,774,1
51,124512,Employed,28,3,0.23,No,833,1
20,36350,Employed,29,3,0.18,Yes,833,1
41,127179,Employed,14,3,0.27,No,646,1
59,119599,Self-Employed,4,3,0.24,No,498,1
26,101397,Employed,21,3,0.4,No,530,1
43,99509,Employed,16,0,0.6,No,733,1
37,37769,Self-Employed,13,1,0.13,No,631,1
57,67249,Employed,0,1,0.49,No,635,1
27,102862,Self-Employed,13,3,0.16,Yes,529,1
36,121584,Unemployed,8,1,0.11,Yes,533,1
20,66365,Employed,4,2,0.42,No,668,1
41,70185,Employed,29,1,0.54,No,456,1
22,22786,Employed,3,4,0.19,No,838,1
20,120537,Self-Employed,29,3,0.27,No,501,1
44,146525,Employed,0,4,0.18,No,388,1
33,21620,Employed,2,4,0.55,No,614,1
32,56303,Unemployed,28,3,0.24,Yes,469,0
52,39589,Employed,19,0,0.32,No,736,1
29,22882,Employed,10,1,0.55,No,593,1
58,82248,Self-Employed,15,2,0.38,No,644,1
61,69322,Employed,10,0,0.57,No,662,1
43,149236,Self-Employed,20,2,0.56,No,479,1
64,44524,Self-Employed,29,3,0.33,No,807,1
51,29745,Employed,9,1,0.39,No,788,1
40,122201,Unemployed,11,0,0.22,No,599,1
48,35861,Employed,29,3,0.6,No,834,1
37,111707,Unemployed,4,0,0.24,No,625,1
29,111735,Employed,9,4,0.49,No,376,1
40,138810,Employed,23,1,0.26,Yes,522,1
21,74261,Employed,12,1,0.26,No,487,1
40,143971,Employed,28,3,0.15,Yes,777,1
18,22837,Self-Employed,18,3,0.38,Yes,322,0
42,94135,Self-Employed,6,3,0.22,No,336,1
19,101447,Self-Employed,29,1,0.17,No,317,1
47,74380,Employed,15,4,0.21,No,637,1
20,106089,Employed,28,1,0.23,Yes,371,1
38,125025,Self-Employed,5,3,0.35,Yes,817,1
42,69831,Employed,9,2,0.29,No,744,1
37,109349,Self-Employed,26,4,0.14,No,777,1
39,58255,Self-Employed,9,1,0.37,No,755,1
38,133425,Employed,25,2,0.49,No,418,1
50,49520,Self-Employed,10,4,0.39,No,747,1
55,49541,Self-Employed,21,1,0.59,No,666,1
32,85772,Self-Employed,9,3,0.15,No,667,1
63,47350,Employed,24,1,0.51,Yes,776,1
32,64397,Employed,13,4,0.35,Yes,376,0
63,97085,Employed,14,3,0.36,Yes,575,0
42,83865,Employed,6,0,0.36,Yes,391,0
38,75956,Employed,12,2,0.26,Yes,667,1
41,47453,Unemployed,10,3,0.26,No,829,1
22,82345,Self-Employed,6,3,0.42,No,792,1
23,120727,Employed,10,4,0.12,No,779,1
60,32906,Employed,13,4,0.39,No,622,1
61,34988,Unemployed,16,2,0.46,No,846,1
64,47723,Employed,15,4,0.28,No,401,1
40,53800,Self-Employed,0,3,0.21,No,570,0
21,59107,Unemployed,8,2,0.21,No,606,1
44,47430,Self-Employed,8,2,0.14,No,686,1
35,52535,Unemployed,27,1,0.14,No,576,1
38,88476,Self-Employed,26,3,0.18,No,558,1
45,146581,Employed,9,3,0.11,No,846,1
52,107329,Employed,18,4,0.23,No,819,1
39,97798,Employed,14,3,0.25,No,731,1
57,72284,Employed,15,4,0.6,No,609,1
40,76232,Self-Employed,10,3,0.6,No,758,1
20,64420,Employed,26,1,0.19,No,685,1
57,57710,Unemployed,23,3,0.21,No,499,1
27,92497,Employed,24,1,0.35,No,830,1
42,112035,Employed,16,3,0.17,No,701,1
25,60498,Unemployed,27,3,0.35,No,384,0
28,51283,Employed,29,0,0.3,Yes,321,1
22,86169,Self-Employed,18,3,0.26,No,534,1
62,92358,Self-Employed,12,1,0.51,No,689,1
54,82457,Employed,5,2,0.51,No,428,1
62,138791,Employed,14,1,0.59,Yes,692,1
55,45968,Employed,15,3,0.21,Yes,763,1
46,82508,Self-Employed,3,4,0.54,No,840,1
22,124791,Self-Employed,7,0,0.37,No,328,1
26,83220,Employed,24,4,0.4,No,432,1
19,133435,Self-Employed,6,0,0.55,No,833,1
18,105366,Employed,26,0,0.57,No,381,1
57,25738,Self-Employed,16,4,0.46,No,390,0
47,23098,Unemployed,15,3,0.27,No,375,0
28,115424,Unemployed,29,1,0.34,No,534,1
45,93633,Self-Employed,1,4,0.41,No,787,1
61,98672,Employed,16,2,0.51,No,733,1
29,58244,Unemployed,24,0,0.43,No,728,1
56,28253,Employed,3,1,0.28,No,389,1
43,74333,Self-Employed,25,2,0.31,No,746,1
30,145349,Employed,13,1,0.13,No,454,1
25,70969,Unemployed,7,3,0.56,No,746,1
45,110744,Self-Employed,4,2,0.14,Yes,438,1
47,90423,Self-Employed,4,4,0.39,No,530,0
26,137286,Employed,4,1,0.54,No,341,1
56,64411,Self-Employed,26,4,0.31,Yes,535,0
48,95028,Self-Employed,4,4,0.5,No,768,1
38,55421,Self-Employed,2,1,0.5,No,647,1
64,21454,Employed,5,1,0.13,Yes,497,1
51,37522,Employed,29,0,0.31,Yes,644,1
48,58575,Employed,0,0,0.45,Yes,361,0
42,23192,Employed,7,2,0.31,No,687,1
29,131116,Employed,12,2,0.37,No,333,1
18,75268,Employed,19,2,0.4,No,581,1
39,147874,Employed,5,0,0.18,No,530,1
57,101311,Employed,17,4,0.31,Yes,672,1
54,30402,Employed,17,3,0.11,No,710,1
64,98610,Unemployed,15,3,0.17,Yes,512,0
18,100781,Employed,7,1,0.36,Yes,576,1
18,56527,Employed,29,0,0.39,Yes,520,0
59,72181,Employed,16,1,0.17,No,409,1
59,111472,Self-Employed,7,3,0.48,No,496,1
38,47002,Unemployed,14,1,0.29,Yes,683,0
32,101219,Employed,25,0,0.56,Yes,752,1
34,32460,Employed,9,0,0.29,Yes,751,1
39,139783,Unemployed,0,0,0.17,Yes,406,0
55,50482,Employed,8,3,0.48,Yes,304,0
52,36447,Employed,16,0,0.38,Yes,443,0
62,68228,Employed,19,2,0.29,No,436,1
33,103265,Employed,24,2,0.28,No,740,1
25,70126,Unemployed,0,0,0.18,No,465,0
64,40545,Employed,8,2,0.27,No,364,1
34,75114,Unemployed,13,0,0.11,No,714,1
34,113740,Unemployed,23,3,0.35,No,738,1
43,95350,Employed,4,2,0.55,No,679,1
30,77801,Employed,5,3,0.5,No,427,1
34,33890,Employed,4,2,0.11,No,496,1
55,141284,Employed,3,4,0.54,Yes,795,1
34,72482,Employed,27,4,0.33,Yes,801,1
31,83397,Self-Employed,15,3,0.2,Yes,451,0
62,21740,Employed,15,2,0.48,No,327,1
23,50121,Unemployed,9,4,0.26,No,359,1
52,31218,Employed,13,0,0.23,No,393,1
63,91591,Self-Employed,12,1,0.18,No,413,1
31,108241,Unemployed,27,4,0.34,No,423,1
64,54722,Employed,3,4,0.15,No,556,1
25,69431,Employed,13,0,0.49,No,312,1
32,71543,Employed,25,4,0.34,No,493,1
44,62000,Employed,23,4,0.32,No,484,1
30,91975,Employed,23,4,0.1,No,334,1
48,50921,Employed,8,2,0.51,Yes,848,1
52,119265,Employed,2,4,0.35,No,374,1
23,108747,Unemployed,9,1,0.32,No,549,1
22,50614,Employed,14,2,0.48,No,319,1
39,81189,Employed,23,2,0.13,No,546,1
40,37601,Employed,18,3,0.28,No,738,1
42,113332,Employed,1,4,0.39,Yes,733,1
51,143254,Employed,1,1,0.33,No,465,1
43,91543,Unemployed,8,1,0.19,Yes,602,1
64,40514,Employed,3,3,0.25,No,648,1
22,103312,Employed,4,1,0.25,Yes,427,1
43,87612,Employed,1,2,0.6,No,648,1
37,110886,Employed,24,0,0.26,No,535,1
23,139004,Employed,6,2,0.2,No,673,1
23,124500,Self-Employed,18,0,0.51,No,532,1
35,36292,Employed,5,1,0.31,No,363,1
21,51510,Employed,22,4,0.32,No,305,1
34,48000,Self-Employed,15,0,0.37,No,503,0
31,128619,Employed,13,2,0.4,Yes,807,1
31,139277,Employed,11,2,0.4,No,456,1
30,50383,Unemployed,5,2,0.12,No,686,1
24,31785,Employed,25,2,0.51,No,519,1
61,60910,Self-Employed,26,3,0.2,No,509,1
32,59028,Employed,25,1,0.25,No,407,1
36,44855,Employed,21,4,0.19,No,808,1
60,44281,Employed,12,3,0.48,No,447,1
64,133838,Employed,14,1,0.39,No,357,1
61,24841,Employed,23,0,0.48,No,543,1
52,117204,Employed,13,3,0.43,No,356,1
34,80155,Unemployed,7,3,0.15,Yes,370,0
52,46918,Self-Employed,20,3,0.25,No,796,1
36,76313,Employed,29,3,0.35,No,559,1
37,144354,Employed,19,0,0.25,Yes,657,1
53,144737,Unemployed,10,2,0.2,No,333,1
52,148517,Self-Employed,20,3,0.53,No,783,1
49,131688,Employed,8,1,0.47,No,652,1
61,145769,Unemployed,11,2,0.27,No,728,1
57,37443,Employed,25,0,0.48,No,441,1
41,52250,Employed,5,4,0.41,Yes,735,1
34,21922,Employed,18,0,0.1,No,553,1
24,51976,Unemployed,2,4,0.29,No,615,1
60,31991,Unemployed,29,1,0.25,No,597,0
18,124405,Unemployed,0,4,0.21,Yes,466,0
52,73744,Employed,14,3,0.23,Yes,650,1
49,42733,Unemployed,14,2,0.57,Yes,341,0
53,22473,Employed,4,2,0.34,No,701,1
30,28108,Employed,21,3,0.52,Yes,690,1
23,48715,Employed,23,2,0.21,Yes,687,1
31,133754,Employed,10,0,0.19,Yes,395,1
54,142784,Self-Employed,24,3,0.54,No,757,1
32,128347,Employed,22,3,0.35,Yes,477,1
64,146421,Unemployed,0,2,0.55,Yes,586,0
21,141436,Employed,22,4,0.13,No,778,1
57,52210,Employed,9,1,0.56,No,737,1
33,134514,Unemployed,24,4,0.31,No,524,1
45,57317,Employed,19,0,0.18,No,304,1
33,85516,Self-Employed,10,3,0.44,Yes,409,0
21,53362,Self-Employed,27,3,0.5,Yes,542,0
62,74604,Employed,6,0,0.12,Yes,450,1
43,135194,Self-Employed,24,1,0.59,No,818,1
45,24889,Employed,16,3,0.45,Yes,613,0
49,109557,Unemployed,11,4,0.26,No,576,1
62,93748,Employed,25,0,0.18,No,458,1
19,51971,Employed,24,3,0.3,No,454,1
48,70551,Employed,3,4,0.21,No,693,1
20,23201,Employed,11,0,0.35,No,371,1
25,126158,Self-Employed,23,0,0.49,No,400,1
41,125067,Unemployed,2,0,0.43,No,467,0
32,128957,Self-Employed,17,1,0.32,No,541,1
60,109882,Employed,28,0,0.16,Yes,415,1
48,57958,Unemployed,11,2,0.58,No,571,0
26,99251,Employed,23,2,0.24,No,604,1
56,25681,Employed,23,0,0.24,No,337,1
62,121982,Employed,18,3,0.42,No,825,1
19,66870,Employed,12,2,0.49,Yes,384,0
25,148396,Unemployed,15,4,0.59,No,543,1
24,102256,Employed,7,4,0.58,No,448,1
61,87203,Employed,26,3,0.56,No,618,1
56,48152,Self-Employed,26,4,0.32,No,597,1
59,70061,Unemployed,5,3,0.18,No,370,1
33,77619,Unemployed,9,4,0.39,No,576,0
52,78235,Employed,24,0,0.11,No,412,1
47,93740,Self-Employed,9,4,0.2,Yes,388,0
27,57890,Employed,28,0,0.1,No,376,1
55,110073,Employed,5,4,0.19,No,418,1
35,81401,Unemployed,7,4,0.34,Yes,582,0
22,31217,Unemployed,17,4,0.3,Yes,528,0
46,68351,Unemployed,16,0,0.28,No,435,1
56,53741,Employed,25,4,0.52,No,713,1
51,40654,Unemployed,9,4,0.44,No,422,0
60,81314,Unemployed,1,1,0.57,No,329,0
62,21408,Employed,11,0,0.32,No,317,1
40,148601,Employed,19,2,0.24,No,322,1
22,62903,Self-Employed,9,3,0.16,No,337,1
47,104208,Employed,8,1,0.44,No,547,1
23,127042,Unemployed,15,4,0.52,No,660,1
63,132653,Employed,6,2,0.19,No,841,1
61,21218,Self-Employed,8,2,0.54,Yes,418,0
21,70572,Self-Employed,24,4,0.36,No,759,1
46,78798,Employed,24,4,0.17,No,373,1
40,121681,Unemployed,23,1,0.42,No,572,1
23,142189,Employed,5,0,0.36,No,779,1
49,129268,Employed,29,1,0.11,No,624,1
59,50105,Employed,26,0,0.3,No,661,1
35,89634,Employed,9,2,0.49,Yes,440,0
32,137426,Self-Employed,6,3,0.38,No,306,1
57,85063,Unemployed,17,4,0.24,No,800,1
49,27619,Employed,10,1,0.56,No,367,1
26,31939,Employed,0,2,0.22,No,766,1
54,38226,Employed,28,1,0.23,Yes,729,1
27,45322,Self-Employed,20,0,0.28,No,846,1
37,137504,Unemployed,23,4,0.55,No,328,1
23,78215,Self-Employed,18,0,0.35,Yes,655,1
20,36878,Self-Employed,22,0,0.44,No,333,0
59,26560,Employed,4,0,0.59,No,559,0
28,58278,Employed,27,2,0.49,No,612,1
60,56212,Self-Employed,25,4,0.19,No,640,1
34,114835,Self-Employed,28,3,0.49,No,749,1
49,143955,Self-Employed,23,1,0.47,No,703,1
21,93079,Unemployed,5,0,0.22,Yes,305,0
21,43946,Self-Employed,21,4,0.26,No,840,1
34,138682,Self-Employed,6,1,0.46,Yes,635,1
58,51740,Unemployed,22,4,0.22,Yes,692,1
36,130733,Unemployed,3,1,0.2,Yes,848,1
22,27253,Employed,25,4,0.45,Yes,781,1
49,99311,Employed,15,3,0.54,Yes,722,1
39,52813,Employed,27,4,0.14,No,538,1
23,84331,Self-Employed,9,4,0.32,Yes,549,0
52,47632,Employed,25,0,0.4,Yes,546,0
39,68365,Employed,14,0,0.44,No,363,1
18,87593,Employed,12,0,0.6,No,421,1
37,53431,Self-Employed,7,4,0.44,No,424,1
39,57436,Employed,21,3,0.41,Yes,836,1
28,38413,Employed,26,1,0.59,No,661,1
30,115761,Employed,12,0,0.13,No,335,1
59,58485,Self-Employed,23,2,0.14,No,407,1
20,88232,Employed,6,4,0.38,No,485,1
26,131504,Employed,16,3,0.28,No,760,1
29,36101,Self-Employed,3,3,0.15,No,318,1
40,28831,Employed,6,0,0.25,No,393,1
31,104583,Employed,15,0,0.44,Yes,654,1
50,71897,Self-Employed,24,2,0.54,No,427,1
35,25004,Employed,1,2,0.15,Yes,614,0
58,108241,Self-Employed,20,0,0.37,No,681,1
26,65924,Employed,24,1,0.25,No,774,1
40,41509,Employed,24,0,0.43,No,697,1
27,139636,Self-Employed,21,0,0.37,No,541,1
36,57170,Self-Employed,22,3,0.56,No,451,1
64,63555,Employed,24,0,0.12,No,718,1
22,34662,Employed,13,0,0.34,Yes,810,1
64,138115,Unemployed,13,0,0.2,No,771,1
40,124216,Self-Employed,25,1,0.37,No,561,1
47,85930,Employed,7,3,0.53,Yes,778,1
42,67403,Self-Employed,29,4,0.56,No,803,1
45,56365,Employed,25,4,0.3,No,555,1
51,82188,Employed,5,4,0.51,No,591,1
62,96060,Employed,21,4,0.24,No,584,1
64,118633,Employed,6,3,0.1,No,440,1
42,46673,Employed,6,0,0.53,No,588,1
27,83471,Employed,1,4,0.16,No,443,1
31,37156,Employed,24,0,0.11,Yes,384,1
59,77287,Employed,3,4,0.28,No,400,1
63,21645,Employed,12,1,0.29,No,536,1
47,79076,Employed,28,0,0.14,Yes,717,1
58,114585,Self-Employed,9,3,0.51,No,504,1
42,136475,Employed,8,1,0.3,No,426,1
31,95351,Self-Employed,14,1,0.34,No,606,1
52,70151,Employed,11,3,0.23,No,559,1
51,87384,Employed,26,1,0.36,Yes,476,0
27,119865,Employed,9,0,0.48,No,504,1
52,53541,Unemployed,18,2,0.55,No,499,0
28,92847,Employed,20,2,0.59,Yes,812,1
28,107099,Employed,4,4,0.31,No,468,1
38,100739,Self-Employed,6,4,0.6,No,733,1
38,70955,Unemployed,27,0,0.25,No,808,1
39,29290,Unemployed,19,3,0.1,No,764,1
62,120354,Employed,10,0,0.48,No,563,1
24,78942,Employed,15,4,0.19,No,417,1
34,102667,Self-Employed,12,1,0.13,Yes,385,1
19,50143,Employed,27,0,0.56,Yes,534,0
29,44509,Self-Employed,3,0,0.5,No,621,0
59,107780,Unemployed,15,3,0.15,No,557,1
35,56741,Self-Employed,12,4,0.49,No,316,1
28,46898,Employed,28,0,0.52,No,776,1
33,144433,Employed,0,1,0.55,No,663,1
35,119919,Self-Employed,21,1,0.37,No,548,1
52,132854,Employed,3,2,0.45,No,753,1
43,105674,Employed,26,4,0.48,No,400,1
33,82948,Employed,14,1,0.44,Yes,694,1
23,81768,Employed,25,3,0.42,No,632,1
61,63262,Employed,25,4,0.37,No,348,1
60,25506,Unemployed,20,1,0.34,Yes,665,0
64,40605,Employed,29,0,0.6,No,805,1
64,98590,Employed,26,4,0.27,No,568,1
59,48231,Employed,24,1,0.14,No,529,1
29,99397,Employed,15,0,0.48,No,527,1
30,97123,Unemployed,3,2,0.21,No,441,0
21,33515,Unemployed,16,4,0.37,Yes,514,0
56,107211,Employed,10,4,0.15,No,345,1
19,58622,Self-Employed,24,1,0.41,Yes,314,0
43,36600,Employed,4,2,0.57,No,642,1
44,47892,Unemployed,25,3,0.46,No,435,0
44,103279,Employed,12,1,0.21,No,566,1
32,89310,Employed,11,1,0.59,No,710,1
25,41801,Employed,28,3,0.25,No,474,1
24,57695,Unemployed,26,3,0.32,No,800,1
64,48853,Employed,22,3,0.35,No,621,1
63,24429,Self-Employed,2,3,0.6,Yes,667,0
57,24606,Employed,3,3,0.13,No,708,1
29,24478,Unemployed,27,0,0.45,No,707,1
30,134380,Employed,9,0,0.28,Yes,607,1
60,103816,Unemployed,8,3,0.14,No,362,1
34,60134,Employed,9,2,0.57,No,360,1
34,89963,Employed,12,2,0.39,No,806,1
53,131780,Unemployed,0,3,0.48,No,555,0
38,90897,Unemployed,11,0,0.22,Yes,376,0
25,45475,Self-Employed,10,2,0.48,Yes,389,0
22,86177,Employed,20,0,0.51,No,664,1
43,41730,Employed,7,1,0.32,Yes,571,0
33,41113,Employed,25,0,0.39,No,574,1
53,40011,Employed,22,3,0.59,Yes,339,0
45,75746,Employed,13,4,0.52,No,473,1
46,143075,Employed,13,3,0.32,Yes,798,1
64,62853,Self-Employed,19,1,0.43,Yes,656,1
29,105195,Self-Employed,22,0,0.49,No,625,1
54,56818,Employed,16,2,0.11,No,816,1
47,57321,Employed,21,3,0.39,No,582,1
40,41309,Employed,24,2,0.59,No,471,1
33,38688,Self-Employed,18,0,0.57,No,593,0
31,48176,Employed,19,1,0.52,No,755,1
27,88879,Self-Employed,23,3,0.15,No,513,1
24,87592,Employed,27,2,0.6,No,388,1
62,104728,Employed,20,3,0.4,No,683,1
54,109012,Self-Employed,20,3,0.21,No,468,1
46,29416,Self-Employed,16,2,0.44,No,734,1
20,59994,Employed,5,1,0.53,No,618,1
32,86422,Employed,13,3,0.16,No,318,1
53,28584,Unemployed,17,1,0.56,No,393,0
64,144555,Employed,16,1,0.56,Yes,669,1
63,113302,Unemployed,5,0,0.11,No,352,1
36,142408,Self-Employed,4,2,0.55,Yes,728,1
30,38830,Self-Employed,12,0,0.57,No,822,1
59,105825,Employed,15,4,0.12,No,404,1
38,141162,Employed,20,0,0.25,Yes,821,1
54,97066,Unemployed,8,3,0.29,Yes,641,0
44,23591,Employed,11,3,0.27,No,319,1
46,113878,Employed,9,3,0.48,No,554,1
37,145407,Self-Employed,25,4,0.28,Yes,723,1
42,136869,Employed,12,1,0.58,No,546,1
23,146644,Self-Employed,18,3,0.6,No,445,1
53,41395,Self-Employed,15,0,0.26,Yes,381,0
19,74182,Unemployed,16,1,0.35,No,813,1
39,36738,Self-Employed,15,0,0.38,Yes,732,1
49,22631,Employed,29,0,0.39,No,674,1
33,37905,Employed,13,3,0.29,No,346,1
35,39056,Self-Employed,15,0,0.18,No,799,1
22,129674,Employed,23,4,0.13,No,806,1
53,137025,Unemployed,14,1,0.15,Yes,423,1
47,141656,Self-Employed,11,3,0.55,No,644,1
62,135316,Employed,4,3,0.24,No,728,1
36,109082,Unemployed,10,0,0.14,No,730,1
40,55447,Employed,4,0,0.41,No,331,1
